"Арт №";"Наименование позиции";"Цена, грн";Ед.
29024;"Боковина Atira L=520 мм H=70мм белая, левая (9194414) Hettich";"239,7 грн.";шт
29071;"Продольный релинг L=350мм, Atira , белый, правый (9194540) Hettich";"114,9 грн.";шт
29294;"Комплект для ящиков Atira, частичного выдвижения L=350мм H=144мм, антрацит Hettich";"1371,34 грн.";к-т
29061;"Соединитель задней стенки H=176мм Atira, антарцит, правый (9194642) Hettich";"103,8 грн.";шт
29293;"Комплект для ящиков Atira, полного выдвижения L=350мм H=144мм, антрацит Hettich";"1635,52 грн.";к-т
30489;"Соединитель лицевой панели Н=144 Atira серебро (9204257) Hettich";"400,2 грн.";шт
30487;"Соединитель лицевой панели Н=144 Atira антрацит (9204259) Hettich";"400,2 грн.";шт
30472;"Дополнительный релинг L=470мм, Atira белая, левая (9195032) Hettich";"122,46 грн.";шт
29133;"Организация OrgaTray 590 W=600 L=470 белая (9194902) Hettich";"801,78 грн.";шт
29307;"Комплект для ящиков Atira, частичного выдвижения L=420мм H=144мм, антрацит Hettich";"1419,14 грн.";к-т
34968;"Адаптер для продольных релингов, белый (9206257) Hettich";"68,28 грн.";шт
29260;"Комплект для ящиков Atira, частичного выдвижения L=470мм H=70мм, белый Hettich";"1153,03 грн.";к-т
30482;"Направляющая Quadro V6 P2O L=350 полного выдвиж. 10,5 Atira правая (9117373) Hettich";"524,1 грн.";шт
51920;"Комплект ящиков Atira, частичного выдвижения с стекл.надставкой DesignSide L=350мм H=144мм, антрацит";"2291,97 грн.";к-т
51914;"Комплект для внутренних ящиков Atira, полного выдвижения L=520мм H=70мм, серебристый Hettich";"3081,84 грн.";к-т
51919;"Комплект ящиков Atira, полного выдвижения со стекл.надставкой DesignSide L=350мм H=144мм, антрацит";"2556,15 грн.";к-т
51817;"Комплект для ящиков Atira, полного выдвижения L=520мм H=176мм, белый Hettich (2 релинга)";"2063,33 грн.";к-т
52210;"Комплект для ящиков Atira, полного выдвижения Р2О L=470мм H=70мм, антрацит Hettich";"1698,53 грн.";к-т
52195;"Комплект ящиков Atira, полного выдвижения с стекл.надставками TopSide L=470мм H=144мм, антрацит";"2517,53 грн.";к-т
52266;"Комплект для ящиков Atira, полного выдвижения Р2О L=520мм H=176мм, антрацит Hettich";"2075,21 грн.";к-т
51898;"Комплект для внутренних ящиков Atira, полного выдвижения L=470мм H=70мм, антрацит Hettich";"3051,22 грн.";к-т
52262;"Комплект для ящиков Atira, полного выдвижения Р2О L=520мм H=144мм, антрацит Hettich";"2033,21 грн.";к-т
52258;"Комплект ящиков Atira, частичного выдвижения с стекл.надставками TopSide L=520мм H=144мм, антрацит";"2285,07 грн.";к-т
53504;"Комплект для ящиков Atira, полного выдвижения Р2О L=420мм H=70мм, серебристый Hettich";"1670,39 грн.";к-т
52185;"Комплект ящиков Atira, полного выдвижения с метал.надставками TopSide L=470мм H=144мм, антрацит";"2547,33 грн.";к-т
52207;"Комплект для ящиков Atira, полного выдвижения Р2О L=470мм H=176мм, серебристый Hettich";"2040,78 грн.";к-т
51905;"Комплект для внутренних ящиков Atira, полного выдвижения L=520мм H=144мм, антрацит Hettich";"4159,42 грн.";к-т
52181;"Комплект для ящиков Atira, полного выдвижения Р2О L=470мм H=144мм, белый Hettich";"1998,79 грн.";к-т
51943;"Комплект ящиков Atira, полного выдвижения со стекл.надставками DesignSide L=470мм H=144мм, антрацит";"2655,49 грн.";к-т
51798;"Комплект для ящиков Atira, полного выдвижения L=350мм H=176мм, белый Hettich (2 релинга)";"1916,5 грн.";к-т
51804;"Комплект для ящиков Atira, полного выдвижения L=420мм H=176мм, антрацит Hettich (2 релинга)";"1976,97 грн.";к-т
52250;"Комплект ящиков Atira, полного выдвижения с метал.надставками TopSide L=520мм H=144мм, серебро";"2588,53 грн.";к-т
51975;"Комплект для ящиков Atira, полного выдвижения P2O L=350мм H=144мм, серебристый Hettich";"1916,14 грн.";к-т
52180;"Комплект для ящиков Atira, полного выдвижения Р2О L=470мм H=144мм, антрацит Hettich";"1998,79 грн.";к-т
52205;"Комплект для ящиков Atira, полного выдвижения Р2О L=470мм H=176мм, белый Hettich";"2040,78 грн.";к-т
52173;"Комплект для ящиков Atira, полного выдвижения Р2О L=420мм H=176мм, антрацит Hettich";"2006,37 грн.";к-т
52252;"Комплект ящиков Atira, частичного выдвижения с метал.надставками TopSide L=520мм H=144мм, антрацит";"2314,88 грн.";к-т
57123;"Продольный релинг для внутренних ящиков L= 350 мм, Atira, белый, правый (9194577) Hettich";"114,9 грн.";шт
57118;"Продольный релинг для внутренних ящиков L= 350 мм, Atira, серебро, правый (9194567) Hettich";"114,9 грн.";шт
57138;"Продольный релинг для внутренних ящиков L= 420 мм, Atira, антрацит, правый (9194589) Hettich";"119,34 грн.";шт
66478;"Ящик с вырезом под мойку Atira, частичного выдвижения L=470мм H=70/70мм, белый Hettich";"1735,83 грн.";к-т
66473;"Ящик с вырезом под мойку Atira, полного выдвижения L=470мм H=70/70мм, белый Hettich";"2006,67 грн.";к-т
67254;"Комплект боковин Atira L=470 мм H=54мм антрацит (9196159) Hettich";"1246,26 грн.";шт
55995;"Разметочный кондуктор фасада BlueJig IT (78097) Hettich";"622,2 грн.";шт
73866;"Комплект для ящиков Atira, полного выдвижения P2O SS L=350мм H=176мм, серебристый (2 релинга)";"2986,92 грн.";к-т
73240;"Комплект для ящиков Atira, полного выдвижения P2O Silent L=470мм H=176мм,антрацит (2 релинга)";"3090,52 грн.";к-т
73750;"Комплект для ящиков Atira, полного выдвижения P2O SS L=420мм H=70мм, белый Hettich";"2463,59 грн.";к-т
73852;"Комплект для ящиков Atira, полного выдвижения P2O SS L=420мм H=176мм, белый (2 релинга)";"3047,34 грн.";к-т
73218;"Комплект для ящиков Atira, полного выдвижения P2O Silent L=470мм H=144мм, серебристый Hettich";"2794,48 грн.";к-т
73775;"Комплект для внутренних ящиков Atira, полного выдвижения P2O SS L=420мм H=144мм, антрацит Hettich";"5155,96 грн.";к-т
73809;"Комплект для ящиков Atira, полного выдвижения P2O SS L=350мм H=144мм, серебристый Hettich";"2705,94 грн.";к-т
73798;"Комплект ящиков Atira, полного выдвижения со стекл.над. DesignSide P2O SS L=420мм H=144мм, серебро";"3684,46 грн.";к-т
73761;"Комплект для ящиков Atira, полного выдвижения P2O SS L=350мм H=70мм, белый Hettich";"2420,75 грн.";к-т
73641;"Комплект для внутр ящиков Atira, полного выдвижения P2O Silent L=470мм H=144мм, антрацит Hettich";"5192,87 грн.";к-т
73763;"Комплект для внутренних ящиков Atira, полного выдвижения P2O SS L=350мм H=70мм, антрацит Hettich";"4048,08 грн.";к-т
73789;"Комплект ящиков Atira, полного выдвижения с стекл.надст. TopSide P2O SS L=420мм H=144мм, серебро";"3546,66 грн.";к-т
73851;"Комплект для ящиков Atira, полного выдвижения P2O SS L=420мм H=176мм, белый";"2799,57 грн.";к-т
73790;"Комплект ящиков Atira, полного выдвижения с метал.надст. TopSide P2O L=420мм H=144мм, антрацит";"2783,29 грн.";к-т
73794;"Комплект ящиков Atira, полного выдвижения с стекл.надст. TopSide P2O L=420мм H=144мм, белый";"2753,46 грн.";к-т
73682;"Комплект для внутренних ящиков Atira, полного выдвижения P2O L=520мм H=70мм, серебристый Hettich";"3354,03 грн.";к-т
73651;"Комплект ящиков Atira, полного выдвижения с метал.надставками TopSide P2O L=470мм H=144мм, антрацит";"2821,98 грн.";к-т
